Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT385480,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-28
MT385481,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-28
MT385482,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: CA,Homo sapiens,,2020-03-28
MT385483,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: CA,Homo sapiens,,2020-03-28
MT385484,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: CA,Homo sapiens,,2020-03-31
MT385485,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,Homo sapiens,,2020-04-08
MT385486,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,Homo sapiens,,2020-04-08
MT385487,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-25
MT385488,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-25
MT385489,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: CA,Homo sapiens,,2020-03-28
MT385490,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: CA,Homo sapiens,,2020-03-28
MT385491,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29689,USA: CA,Homo sapiens,,2020-03-31
MT385492,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: CA,Homo sapiens,,2020-03-25
MT385493,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29680,USA: CA,Homo sapiens,,2020-03-25
MT385494,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: CA,Homo sapiens,,2020-03-23
MT385495,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: CA,Homo sapiens,,2020-03-28
MT385496,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: CA,Homo sapiens,,2020-03-31
MT385497,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: CA,Homo sapiens,,2020-03-25
MT186683,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,Hong Kong,Homo sapiens,oronasopharynx,2020-01
MT252677,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens,,2020-03-10
MT252678,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: WA,Homo sapiens,,2020-03-10
MT252679,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-10
MT252680,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-10
MT252681,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,USA: WA,Homo sapiens,,2020-03-10
MT252682,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: WA,Homo sapiens,,2020-03-10
MT252683,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29736,USA: WA,Homo sapiens,,2020-03-10
MT252684,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,USA: WA,Homo sapiens,,2020-03-10
MT252685,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,USA: WA,Homo sapiens,,2020-03-10
MT252686,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: WA,Homo sapiens,,2020-03-10
MT252687,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA: WA,Homo sapiens,,2020-03-10
MT252688,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-10
MT252689,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29809,USA: WA,Homo sapiens,,2020-03-10
MT252690,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-10
MT252691,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: WA,Homo sapiens,,2020-03-11
MT252692,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29499,USA: WA,Homo sapiens,,2020-03-11
MT252693,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29748,USA: WA,Homo sapiens,,2020-03-11
MT252694,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-10
MT252695,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: WA,Homo sapiens,,2020-03-10
MT252696,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: WA,Homo sapiens,,2020-03-13
MT252697,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-13
MT252698,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: WA,Homo sapiens,,2020-03-13
MT252699,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-13
MT252700,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA: WA,Homo sapiens,,2020-03-13
MT252701,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: WA,Homo sapiens,,2020-03-12
MT252702,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29911,USA: WA,Homo sapiens,,2020-03-13
MT252703,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-13
MT252704,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,USA: WA,Homo sapiens,,2020-03-13
MT252705,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA: WA,Homo sapiens,,2020-03-13
MT252706,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: WA,Homo sapiens,,2020-03-13
MT252707,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: WA,Homo sapiens,,2020-03-13
MT252708,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA: WA,Homo sapiens,,2020-03-13
MT252709,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,USA: WA,Homo sapiens,,2020-03-14
MT252710,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: WA,Homo sapiens,,2020-03-14
MT252711,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29668,USA: WA,Homo sapiens,,2020-03-14
MT252712,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA: WA,Homo sapiens,,2020-03-14
MT252713,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: WA,Homo sapiens,,2020-03-15
MT252715,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: WA,Homo sapiens,,2020-03-14
MT252716,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: WA,Homo sapiens,,2020-03-14
MT252717,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-14
MT252719,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-15
MT252721,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29762,USA: WA,Homo sapiens,,2020-03-13
MT252723,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,USA: WA,Homo sapiens,,2020-03-13
MT252725,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: WA,Homo sapiens,,2020-03-13
MT252726,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: WA,Homo sapiens,,2020-03-12
MT252728,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-13
MT252729,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-13
MT252730,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29673,USA: WA,Homo sapiens,,2020-03-13
MT252733,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-13
MT252734,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29725,USA: WA,Homo sapiens,,2020-03-14
MT252735,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-14
MT252736,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-14
MT252737,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29744,USA: WA,Homo sapiens,,2020-03-14
MT252738,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-15
MT252739,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-15
MT252740,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-14
MT252741,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: WA,Homo sapiens,,2020-03-12
MT252742,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-12
MT252745,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: WA,Homo sapiens,,2020-03-12
MT252746,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-12
MT252747,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-03-12
MT252748,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29907,USA: WA,Homo sapiens,,2020-03-11
MT252749,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-11
MT252756,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-11
MT252757,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-11
MT252758,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: WA,Homo sapiens,,2020-03-11
MT252761,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: WA,Homo sapiens,,2020-03-12
MT252763,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: WA,Homo sapiens,,2020-03-12
MT252764,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: WA,Homo sapiens,,2020-03-12
MT252765,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29752,USA: WA,Homo sapiens,,2020-03-10
MT252766,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: WA,Homo sapiens,,2020-03-11
MT252767,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-11
MT252768,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,USA: WA,Homo sapiens,,2020-03-11
MT252769,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,2020-03-11
MT252770,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-11
MT252771,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29543,USA: WA,Homo sapiens,,2020-03-11
MT252772,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,USA: WA,Homo sapiens,,2020-03-11
MT252773,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29679,USA: WA,Homo sapiens,,2020-03-11
MT252774,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-11
MT252775,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-11
MT252778,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-11
MT252779,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens,,2020-03-11
MT252780,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: WA,Homo sapiens,,2020-03-11
MT252781,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-11
MT252782,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: WA,Homo sapiens,,2020-03-11
MT252783,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-11
MT252784,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: WA,Homo sapiens,,2020-03-11
MT252785,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-11
MT252787,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,USA: WA,Homo sapiens,,2020-03-09
MT252788,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-09
MT252792,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-10
MT252793,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-03-09
MT252794,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: WA,Homo sapiens,,2020-03-10
MT252795,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-10
MT252797,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,USA: WA,Homo sapiens,,2020-03-10
MT252798,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-10
MT252799,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens,,2020-03-09
MT252800,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: WA,Homo sapiens,,2020-03-10
MT252801,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29698,USA: WA,Homo sapiens,,2020-03-05
MT252802,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-03-08
MT252803,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,USA: WA,Homo sapiens,,2020-03-09
MT252804,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-08
MT252805,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: WA,Homo sapiens,,2020-03-08
MT252806,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-09
MT252807,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-09
MT252808,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: WA,Homo sapiens,,2020-03-09
MT252809,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29615,USA: WA,Homo sapiens,,2020-03-09
MT252810,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-08
MT252811,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29629,USA: WA,Homo sapiens,,2020-03-08
MT252821,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29594,USA: WA,Homo sapiens,,2020-03-07
MT252822,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29755,USA: WA,Homo sapiens,,2020-03-06
MT252823,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA: WA,Homo sapiens,,2020-03-07
MT252824,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-06
MT339043,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: VA,Homo sapiens,,2020-03
MT365033,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: New York,Panthera tigris jacksoni,"oronasopharynx, oronasopharynx",2020-04-02
MT374101,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29521,Taiwan,Homo sapiens,oronasopharynx,2020-02-04
MT374102,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-05
MT374103,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-03-09
MT374104,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Taiwan,Homo sapiens,oronasopharynx,2020-03-10
MT374105,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,Taiwan,Homo sapiens,oronasopharynx,2020-03-13
MT374106,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,Taiwan,Homo sapiens,oronasopharynx,2020-03-13
MT374107,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,Taiwan,Homo sapiens,oronasopharynx,2020-03-14
MT374108,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-14
MT374109,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,Taiwan,Homo sapiens,oronasopharynx,2020-03-17
MT374110,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,Taiwan,Homo sapiens,oronasopharynx,2020-03-17
MT374111,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Taiwan,Homo sapiens,oronasopharynx,2020-03-17
MT374112,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-16
MT374113,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,Taiwan,Homo sapiens,oronasopharynx,2020-03-17
MT374114,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-18
MT374115,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-03-18
MT374116,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-18
MT375428,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29734,USA: WA,Homo sapiens,,2020-03-29
